gNa,gto,gCaL,gKr,gKs,gK1,"gb,Na","gb,Ca",gKur,INaCa(max),INaK(max),"Ip,Ca(max)",Iup(max),krel,[Cmdn]max,[Trpn]max,[Csqn]max,"tau,tr"
5.9640400684,0.1431956808,0.1170012546,0.0312076321,0.1063028832,0.0957946519,0.0005765749,0.0010045681,0.853974521,1889.3217947794,0.5860191886,0.2117440922,0.0044426235,26.0649955083,0.0442551826,0.0562767498,8.4440104776,221.3620040864
8.6292136624,0.1668554276,0.0948277553,0.0223784051,0.1309160398,0.0799690554,0.0007007458,0.0011377725,1.1396219765,1875.1166862425,0.724657015,0.2069641195,0.0060065916,30.5564181191,0.0492139896,0.0707016417,9.8986998506,172.9255044753
6.556062013,0.1494578785,0.128116449,0.0326815048,0.1151266794,0.1066812571,0.00054242,0.0013058609,0.8280123819,1293.0980027729,0.5457552039,0.2836138531,0.0039904855,31.0006826109,0.0543300622,0.0581273165,7.6737847026,189.4571140385
8.223425776,0.1293727395,0.1319789812,0.0359327267,0.1460854765,0.0822236852,0.000567448,0.0013157016,0.7848720175,1299.1490046205,0.5838145691,0.2259574701,0.0040712635,35.549627919,0.0534105683,0.0525195041,9.4651327808,186.91975087
6.7494202429,0.1811360703,0.102968643,0.0356523196,0.1452468135,0.0961991996,0.0006091386,0.0009470961,1.0966323564,1454.3650201907,0.4592362999,0.3416795474,0.0050515898,35.2924975577,0.037974092,0.0790044632,10.0632645808,162.5095800309
6.9087955778,0.175788148,0.0975010707,0.0258420514,0.157456534,0.0725102495,0.000815639,0.0013161155,1.1412563714,1647.0867113287,0.5390160084,0.2725422091,0.0050729554,36.9881695596,0.0524855798,0.0806937574,8.0215751323,202.2226899139
9.1873985726,0.1326907102,0.1530110228,0.0235481122,0.1350458762,0.1067172859,0.0007659882,0.0009780263,0.860360818,1447.1685031682,0.5485222439,0.3144695756,0.0047201147,30.1871871898,0.0387584101,0.0713266834,9.6998073326,210.2814681465
9.599977804,0.1306397223,0.1469667465,0.0279124826,0.111516403,0.0741232859,0.0007510596,0.0009889697,1.1264439339,1346.1398428071,0.5547124564,0.2327896644,0.0038463575,30.3514325284,0.0462948276,0.070681984,11.71940089,150.2199043413
8.3276525164,0.1931315585,0.1446470278,0.0259893342,0.1594802507,0.0752717275,0.0006353303,0.0008512439,0.9430075159,1701.0646647897,0.5639902252,0.3387288493,0.0040551409,35.305437357,0.047212846,0.071840982,8.2256107029,186.6432788079
5.9767195787,0.2003915193,0.1317720168,0.0349649781,0.1335027576,0.0990901338,0.0005448822,0.0014011434,0.8870281512,1843.8329344486,0.5058029052,0.2079257328,0.0040890451,32.0781433879,0.0543873726,0.0544597027,9.0675933021,143.806786619
8.2132081797,0.198413884,0.1471529704,0.0294164448,0.1407659745,0.0675300573,0.0007642388,0.0013130118,1.0189278534,1213.0112171905,0.6214154919,0.2612907397,0.0046345135,35.5805606,0.0387804623,0.0662200764,9.8426286992,157.5233665954
9.0074643024,0.136655681,0.1216918741,0.0339451294,0.1421023379,0.0841546274,0.0005419731,0.0009449246,1.0316967384,1728.8024230663,0.6153988186,0.231224032,0.0046219128,33.2158944539,0.0450659302,0.0547709387,10.5800601632,148.6236388882
8.053471597,0.2013188034,0.113514914,0.026242364,0.1598704775,0.102690968,0.000517007,0.0011918889,0.9084318133,1612.2198311158,0.5686674256,0.2589367298,0.0055559612,29.0962003856,0.0471626142,0.0672081365,9.74995736,151.385727947
6.8343551092,0.1407142198,0.147986612,0.027432213,0.151115886,0.108186077,0.0005994395,0.0012010889,0.8789236438,1380.3425485236,0.6218811549,0.2462999245,0.0057406077,24.9002511795,0.0435159599,0.0738422895,8.9200681676,152.0204182821
7.3351983155,0.1553850137,0.1019009528,0.0332430582,0.1233113056,0.0783047153,0.0008115125,0.0011634994,0.8884433316,1468.9004972668,0.7087149475,0.3340466193,0.0051719661,24.0695295729,0.0529446366,0.0756929793,9.2514130683,145.3731929361
5.927700647,0.2025500223,0.1432692655,0.033608405,0.1577081255,0.0922107847,0.0006971606,0.0012955303,0.9584942726,1520.0067515799,0.6664850638,0.2191049576,0.0038287108,26.5960275186,0.0600921656,0.0851988407,8.6160493098,184.5568468981
9.5984185469,0.1549876948,0.1104072345,0.0328138469,0.1539103939,0.0776295236,0.0006232255,0.000998369,1.1073415016,1239.2415977579,0.4871192847,0.2653207414,0.0059709351,31.7119650626,0.0584713469,0.0788434447,9.2602202104,183.7394016686
9.7333515078,0.1375663015,0.1427486344,0.0319724889,0.1264912791,0.0947353261,0.0006470068,0.0013788713,1.0897802839,1819.2231388039,0.6727917481,0.3357632059,0.0062066218,32.7720772258,0.055531302,0.0613950069,12.1032168286,191.0271209885
6.8241797696,0.1491768888,0.0997700133,0.0254066612,0.1315778351,0.0829530357,0.0007529831,0.0013338327,0.9708518126,1974.5101988163,0.6484409803,0.2581496903,0.0054094426,35.8467771842,0.0495188288,0.0851297822,12.366832709,214.8254752921
5.8695356798,0.1444040119,0.1430933995,0.0343153615,0.1457538585,0.074855498,0.0005410568,0.0013972696,0.9309619494,1333.8833822646,0.5635099431,0.2274691419,0.0040649356,28.5868306324,0.0622481579,0.0548517689,12.192289358,170.8596837409
8.0401229328,0.1743777033,0.1053241988,0.0257529115,0.1408349925,0.0907469667,0.0006948342,0.0013881955,0.9397844946,1751.1136017204,0.6581663802,0.2476516289,0.0040791564,29.1076403174,0.0400517299,0.0538102587,8.7020057094,195.1084255038
6.1182113873,0.1318172122,0.1103255648,0.029227669,0.1202677669,0.0818883722,0.0007901729,0.0011295363,0.99360191,1478.414289486,0.7241029505,0.2868053456,0.0039387261,31.0815486843,0.0475751061,0.0638608852,12.383497356,159.2688549105
6.5491941133,0.1277833351,0.1277398203,0.0265771822,0.1404053793,0.1069563387,0.0006569148,0.0012950435,1.1526261249,1728.5687037046,0.7341367031,0.3001465818,0.0056434949,27.2440126094,0.0598500211,0.0814243756,11.1310815791,142.4868228872
6.4196486189,0.2060988231,0.1185954527,0.0350320276,0.1361374627,0.0868425558,0.0006295938,0.0009748177,1.2225418984,1924.8340859992,0.7499527813,0.2215551834,0.0046579429,30.5163904779,0.0580525792,0.0625200903,8.7561560463,177.3548809491
6.565896252,0.1877939126,0.1110680834,0.0242344759,0.1217218208,0.0731665058,0.000544575,0.0014058661,1.2497979642,1541.8184580181,0.6766088532,0.3042626056,0.0059915063,34.5295596494,0.0558440698,0.0529474343,11.4427253857,142.7039231059
7.5764491766,0.1990436957,0.1205481932,0.0298483093,0.1600205802,0.068935788,0.0007549027,0.0010536647,0.8319631222,1903.2805474423,0.5090431286,0.3022757094,0.0040009651,25.6975386085,0.0550545526,0.0607312935,8.3466003042,152.471797685
9.340757031,0.1649278567,0.1248408416,0.0303907442,0.102626911,0.0785730181,0.000524099,0.0011970918,0.8619070616,1434.5646737822,0.5218277466,0.2526781845,0.0057923589,29.6010045456,0.0378822853,0.0646347769,12.2587786689,172.5957586357
6.5842184903,0.1770851585,0.146000652,0.0287506191,0.098639137,0.0682003457,0.0007211352,0.0012442951,0.9018842391,1778.9586234363,0.6607914341,0.3293665718,0.0050904861,27.1529794643,0.0430028411,0.0809988466,12.0513736228,144.2725650649
6.1351446181,0.2007413551,0.0984603264,0.0222753394,0.1170260466,0.1040595877,0.0005328492,0.0009787041,0.7617621026,1642.2172641402,0.6238991182,0.2271037202,0.0043557658,31.7533965691,0.0617836312,0.0702114853,7.9296077633,184.276514068
9.5286093442,0.1502588773,0.1034284733,0.0261689036,0.1225131921,0.071407692,0.0008260511,0.0012738439,1.2409886025,1336.6947270481,0.5388020215,0.3401613947,0.0060625449,36.5714401776,0.0599396163,0.0609452028,9.0237207663,166.5977783705
6.4657719186,0.1277329487,0.1042258059,0.0224263121,0.1573634605,0.0868091118,0.0007004396,0.0011242145,0.9212965024,1315.5459337504,0.6549789561,0.2886452079,0.0051192044,31.5143214936,0.0465853709,0.062777734,11.6940493238,141.147334463
7.7960022662,0.1548877126,0.1208293244,0.0272724702,0.1249216119,0.0726625272,0.0008187248,0.0013359612,0.8652700958,1242.0882853785,0.6415595959,0.2660478311,0.0052791492,33.1003217956,0.0551359372,0.058288322,10.2214952499,169.9010043664
7.5534329632,0.1574811347,0.1545324625,0.0252809167,0.1299611231,0.1090090262,0.0005683501,0.0010193769,1.2386832418,1373.3738337417,0.7132376262,0.2602222429,0.0057349637,33.6386896778,0.0555661199,0.0633545,9.7890577805,214.4930418191
6.1091638026,0.1299628229,0.1438052545,0.0247908508,0.1262397275,0.1027013004,0.0005861486,0.0011485694,1.1213223169,1531.8144998213,0.4992027599,0.3187745651,0.0046238441,37.4496198356,0.056638249,0.0619361784,7.9089987229,179.5773358604
9.0764972439,0.1850976747,0.1407061956,0.0260642465,0.1291258633,0.111530005,0.0005119574,0.0012433818,0.9107958719,1655.2155083269,0.6029131384,0.3089127681,0.0054974034,34.1103775625,0.0570209932,0.080002735,11.4579490579,189.8482938698
8.8002625036,0.1956084676,0.1027106238,0.0231202309,0.1462019078,0.0925090266,0.0005270408,0.0009183747,1.008272902,1752.4689209956,0.5229477685,0.2364400534,0.004948312,33.183216376,0.0455630375,0.0722333593,9.1727697277,173.2476020293
9.0239324374,0.1722711497,0.1546618193,0.0245602882,0.1461314321,0.1120146213,0.0006435398,0.0010166634,1.0127280016,1289.9451918773,0.5755093648,0.2826464804,0.0040117303,26.6118447642,0.0552600975,0.0673978499,9.0978543041,221.7990854672
6.9204605281,0.1377272483,0.129662226,0.023448046,0.1110881247,0.1060658798,0.0005591812,0.0008698738,0.8110328275,1652.8681650128,0.6477277005,0.2279080264,0.0042022508,32.8559334786,0.0448315519,0.0661241354,9.535365037,155.2757956898
6.2989185673,0.1654110322,0.1348261672,0.0331403251,0.1118876236,0.0716842973,0.0006061309,0.0009860049,0.8078661135,1233.9573083381,0.531896593,0.2577790015,0.004292239,32.6792778729,0.0408077411,0.056220326,10.0512468153,155.1871889743
6.5439767207,0.1619501222,0.0944434792,0.026956183,0.1491616584,0.0966805143,0.0005275404,0.001059451,1.1651833949,1497.4626994935,0.4915528955,0.2539005966,0.0059146744,31.331130011,0.0603772072,0.0575337904,12.2859071008,180.5231959517
6.2593171692,0.1252680171,0.1445555956,0.0347234366,0.1037817969,0.098264185,0.0007927143,0.0009699397,0.8245652691,1915.8557256504,0.6847222697,0.3379916541,0.0042409108,25.7210573302,0.0510607053,0.0629433278,8.1872675171,198.9491296713
8.4662613656,0.1720748509,0.105870573,0.0247164741,0.1359025967,0.094667936,0.0006030338,0.0010013157,1.0947258698,1570.9260102252,0.5414673331,0.2679472353,0.0052015846,28.4861317637,0.0431641399,0.0681625218,12.3046949511,197.9512301408
6.322971681,0.2019609169,0.1445112705,0.034726243,0.1371914144,0.0753820683,0.0005324302,0.0010300315,0.8091438868,1508.6733105368,0.4692401122,0.2171551715,0.0061522192,27.2236298241,0.0436762996,0.0808682265,12.181113533,149.4897547844
8.8580777413,0.1872878213,0.1325783835,0.0274016263,0.1074362163,0.0778249989,0.0005912168,0.0012638771,0.8781986931,1501.1953697371,0.7467014697,0.307370725,0.0049242568,30.4659582094,0.0590731841,0.0530935923,12.336379532,193.5636495827
9.0057584494,0.1917974649,0.1243553911,0.0241989619,0.1007546702,0.0976418873,0.0005893047,0.0009725528,1.0825198973,1411.3105097538,0.471386001,0.2761595022,0.0054126546,23.4707395109,0.0604371562,0.0865180815,8.2532083185,215.6066809282
6.388650291,0.1617343113,0.1489242852,0.0283503572,0.131432434,0.1067664475,0.0007463687,0.0011372409,0.7947566871,1845.7189526414,0.6830458157,0.2862002678,0.0038386768,23.6200331287,0.0500462708,0.0666255143,7.5847034253,137.0815998885
9.0872047826,0.1837240365,0.1336592108,0.0271417736,0.0968232018,0.0959069548,0.0007550602,0.0011176755,1.1156319831,1538.3379926703,0.572458357,0.3386129792,0.0040310403,36.5567681979,0.0540982033,0.066415222,12.1404895066,160.4123936723
6.170103102,0.1687023036,0.1247737508,0.0291717556,0.158484296,0.0942781492,0.000810249,0.001296,1.1386415963,1205.5769604622,0.4653362002,0.267084581,0.0052579612,30.9307126457,0.0454397357,0.0736064212,10.7605510622,158.5142207577
8.7845448372,0.19550084,0.0977229681,0.029210457,0.1131206083,0.1067569457,0.0006895823,0.0010198888,1.1032960318,1720.6410020595,0.4846852981,0.3142719955,0.0056550593,30.0179099316,0.0508478239,0.0576870537,10.2058623308,190.6621004748
8.832196318,0.1463365465,0.1436053917,0.0353388154,0.1593383262,0.0913501161,0.0006997075,0.001237195,1.2149974809,1365.6524202053,0.5101193911,0.266497181,0.0054188262,30.5429882959,0.0514361878,0.0553005277,10.227868021,194.4709799639
8.287076776,0.1335516734,0.1418023977,0.0277054717,0.1316170317,0.0770096343,0.0006103293,0.0013540391,0.9751862399,1332.9833591944,0.6273579656,0.2266017373,0.0049832692,25.5760471493,0.040324654,0.0590111658,8.4504985643,212.551067545
8.4170065885,0.1519368516,0.1004383767,0.0344899183,0.1331001633,0.1044004169,0.0006663207,0.0009944369,1.0252271803,1844.0803908151,0.5010823524,0.3108477451,0.0039437984,33.4629792283,0.0409634305,0.085098521,11.9165664537,158.0264700391
7.9482556001,0.1863995691,0.1260115823,0.0318077331,0.1451764387,0.1006451915,0.000670148,0.0011266115,1.2337353699,1856.1465551427,0.4846568955,0.2873394011,0.0037853018,31.6529450294,0.0439885228,0.0788658419,10.3589441116,174.457907658
7.429475867,0.1373903212,0.1189274109,0.0354916474,0.1160412909,0.1093809817,0.0006121805,0.0012968009,0.8562184769,1690.3229634782,0.6794030661,0.245862378,0.0053396541,28.3343206311,0.0580700694,0.0600705328,10.3035107795,183.8931492304
6.8220756248,0.1891570314,0.0952970953,0.0339245298,0.1003648229,0.1064063115,0.0007485741,0.0012571895,0.8190124214,1475.7432233967,0.4799661519,0.2203819209,0.0046294589,35.0867474135,0.0408819437,0.0621365696,10.9087677863,205.2474246875
6.9856096445,0.1595134348,0.1077279165,0.0331791983,0.1571795465,0.0803829003,0.0007115925,0.0010438721,1.0791627312,1208.6181647605,0.6655315084,0.2083831476,0.0045384409,34.3296431356,0.0544419032,0.0783247736,10.2856408229,181.9060768139
7.6131046065,0.1390734884,0.1162795479,0.0340889302,0.1142858479,0.0872268443,0.0007607386,0.0012139611,1.2461794876,1324.0510210467,0.5351198398,0.2635590503,0.0044443547,27.848824299,0.0426419326,0.0781794159,7.8813105304,157.782823058
7.2292455787,0.1741825482,0.1396898829,0.031907661,0.1266633779,0.0879568236,0.0006210514,0.0009907147,0.9997322393,1755.2937573852,0.5167268074,0.2293128056,0.0037566479,34.0367295424,0.0517466178,0.0657342127,9.4384497473,213.8876333419
7.0644440999,0.1704980444,0.1307425245,0.0348006315,0.1235129546,0.0837601493,0.0006967634,0.0013083028,1.0820178942,1763.9551915684,0.4682978738,0.3284215539,0.0045552254,35.4768801785,0.0402876963,0.0525803937,8.1144226682,148.9274808853
6.4873119574,0.1643990986,0.1010818073,0.0283446465,0.1079011602,0.0698648233,0.0006636039,0.0011916836,1.0862221057,1646.2205013553,0.5073901441,0.2366189684,0.0045620683,23.8273568843,0.0611404547,0.0664720748,9.9994551747,211.3762498571
8.9844189309,0.1824981658,0.1144607685,0.0252121499,0.1109812415,0.0813993973,0.0007232114,0.0013909783,1.1959033669,1560.7518935309,0.7283474001,0.3242779068,0.0061577368,34.242812715,0.0577708747,0.0821115846,11.4769650164,142.7273037558
7.7840910547,0.1399423557,0.114512651,0.0255697139,0.1252320136,0.0728705533,0.0005817108,0.0010491865,1.0463484411,1868.3726813208,0.6208658785,0.2968835728,0.0047782883,27.3890790592,0.0559892503,0.0671351974,10.8502020123,220.071412346
7.870829445,0.1314025612,0.113656258,0.0239454784,0.1177971577,0.0965119295,0.000640939,0.001085058,1.1840130606,1977.2175835877,0.5363592711,0.2568568177,0.0048338246,22.5361609076,0.0382763608,0.0609017975,11.6330795742,159.6518200055
6.501008002,0.1506633944,0.1331540451,0.0220808446,0.1293878568,0.107897309,0.0007365222,0.0011377056,0.9627448855,1396.9663790032,0.6974632554,0.3249099301,0.0059695707,34.9693205449,0.0522709907,0.0642447045,10.8245299781,167.5414005248
7.7704547855,0.2055924944,0.099471775,0.0250913072,0.1309863506,0.1094285145,0.0006236562,0.0012346459,1.0841412672,1254.4465681521,0.4719851602,0.2182947381,0.0047866056,31.8084291049,0.0420331044,0.065099551,9.815845453,137.4410269004
6.5691861861,0.1298212036,0.1392062997,0.0294553446,0.1594198186,0.0960542247,0.0007372601,0.0012182128,1.2028069609,1552.3715382501,0.4685641381,0.3381094457,0.0050939858,30.2459660493,0.0428295056,0.0588394724,8.6816777945,183.514433825
8.6507776097,0.1603503428,0.1442005493,0.0345724542,0.1448205565,0.0939499569,0.0006511072,0.0010817665,0.9771443709,1310.5877670177,0.4856215289,0.2162660279,0.0049812526,24.1537697343,0.0407391305,0.0654261365,9.9156700643,138.1028275536
7.3180024774,0.1808278885,0.1105863823,0.0273000078,0.1557170883,0.0722958041,0.0008350182,0.0009842224,1.03415073,1204.0038126641,0.4677659405,0.2227704173,0.0038226117,23.5557496708,0.0416908626,0.0679231973,7.5508785652,142.5538194775
8.3947179691,0.1879077239,0.1387871449,0.0302343926,0.1176818966,0.0751087714,0.0007944502,0.0014120356,0.7832191261,1388.3514030559,0.7221717908,0.3339293604,0.0044092298,28.0766668284,0.0419278934,0.0657559467,8.5775931669,175.6647404434
7.9405479195,0.1990550602,0.1443389199,0.0233130485,0.1228870935,0.0866129785,0.0008198313,0.0013207799,1.2038253291,1309.9060388075,0.4824090969,0.3055160395,0.0042279491,30.1282543992,0.0583761527,0.0767298113,8.4180126639,149.1678746107
6.8931104702,0.1563385885,0.1502319871,0.0329776436,0.1474008674,0.0891766851,0.0007128022,0.0010503134,0.900319226,1284.3878892516,0.4519956319,0.3077569169,0.0055466411,31.6063911177,0.0423648271,0.0866580248,11.6693394372,211.9577691292
7.4053507592,0.2027538588,0.1348019284,0.0331647262,0.1464163087,0.0923287916,0.0007321427,0.0008782809,0.8657652945,1680.6536094015,0.5805925628,0.3231354511,0.0050923628,34.4267991211,0.057493564,0.0732184328,11.8775856643,202.4878924236
8.8810026099,0.1816023592,0.1497910236,0.0289634698,0.1240798098,0.0972215287,0.0008081185,0.0011937093,0.8117607041,1608.8059171578,0.6570724955,0.2865348589,0.0037945652,29.6443264038,0.0499391449,0.0641448365,10.7182830221,155.4123365017
6.5337198753,0.1403997398,0.139462154,0.0232399443,0.15262432,0.104498227,0.0008296427,0.0008903302,1.1533353985,1268.2164693991,0.6077473044,0.3337219136,0.0051084909,35.9710422849,0.0470768895,0.0787615766,10.6074472472,216.3740193281
6.6180169852,0.1944168151,0.103079852,0.0222961782,0.1444284341,0.0780761635,0.0005256994,0.0012100553,0.9141532839,1799.5852116837,0.5948959347,0.2062554596,0.0056629509,36.6034771641,0.0413003864,0.0636912604,9.6230635938,188.436131909
7.6320132566,0.1542931299,0.107446031,0.0298197477,0.1400522049,0.0981921366,0.0008357234,0.001299332,1.2004481788,1685.3944903076,0.5293468225,0.3362902914,0.0050824499,23.7464967385,0.0377929568,0.0610917959,12.024715752,218.676433506
7.6963939945,0.173826086,0.1408176996,0.0305401185,0.1125536774,0.078731007,0.0006650933,0.0012834093,0.7504292146,1874.8210674616,0.6609874662,0.3143748507,0.0057210689,34.4788536512,0.0562093285,0.0525615486,11.8494330968,169.7965347313
7.6617548193,0.1359898444,0.1511891116,0.0330808213,0.1337612615,0.111084459,0.0006264228,0.0013496824,1.2369001752,1544.021530863,0.5501562703,0.2675387841,0.004675726,34.8665637987,0.0455203483,0.0628724696,8.4830749215,224.2766300107
7.6350677969,0.1515030526,0.118192608,0.0234656235,0.137855994,0.0831749557,0.000681256,0.001174074,1.0475673513,1717.79514011,0.66720797,0.27625799,0.0053063486,25.1635965161,0.0527943116,0.0719155682,8.971228202,199.2760240824
8.8163442958,0.1593226186,0.1490451002,0.0221231768,0.1179965761,0.09289122,0.0005990835,0.0013885024,0.8646654879,1473.708807155,0.5064516222,0.335633646,0.005261078,35.760699084,0.0466273001,0.0744683519,10.8369268879,141.8313972447
7.8756733586,0.1595712181,0.1107751699,0.0338262358,0.129541866,0.0972937023,0.0005355296,0.0008503563,0.8766938225,1498.0453124215,0.5055520716,0.2727187492,0.0044321901,25.3788222317,0.0424690148,0.0862170224,12.0157774667,169.3963621251
8.1012211079,0.1974639864,0.1536551428,0.0324831228,0.1500546278,0.0777737232,0.0006734219,0.0008979721,1.1372616642,1627.0458432147,0.5254760146,0.2239821694,0.0045070789,32.4762971458,0.0459330292,0.0802103398,12.0570812345,178.922795467
7.3919424954,0.1980545476,0.1193886281,0.0331093799,0.1583608832,0.0971623846,0.0007700005,0.0009937864,0.9524556501,1280.5542880564,0.4586911941,0.3411447933,0.0046413397,30.8502272989,0.0434077969,0.0811782602,7.9131130982,184.9851708305
6.2377773773,0.1639480494,0.1285968768,0.0359275374,0.1328204169,0.0696715275,0.0005318131,0.0010483528,0.8519604971,1324.5457936459,0.583052177,0.2523286955,0.0045163449,34.2770148612,0.0585196237,0.0551054183,8.6315382175,190.9353081496
8.3640562169,0.1422838205,0.0980895388,0.0256854803,0.1326732589,0.0763442225,0.0008229471,0.001319247,1.022845404,1219.4670454016,0.5337202706,0.2409855468,0.0040841593,27.3290107232,0.0480729748,0.054885001,8.1598335443,167.9120690228
6.8980453785,0.1688641046,0.1229442754,0.022899387,0.1012093612,0.1033793622,0.0005433121,0.0008888626,0.7889295195,1996.4595513807,0.477472041,0.2572902025,0.003956692,30.2858727041,0.0492743928,0.0687754984,8.3504628921,215.0915823524
8.3448440292,0.1624317836,0.1521628913,0.0320103014,0.1593138271,0.1042980485,0.0007124963,0.001004663,0.9329510859,1883.8582016258,0.5253175522,0.2603988856,0.0050801333,29.0634677407,0.0606490673,0.0565090612,8.7084764903,215.004046096
7.4769458052,0.1679758733,0.1227466661,0.033570079,0.1256422983,0.0749662285,0.0007184713,0.0013021303,0.8814114778,1786.4762951553,0.7433576923,0.3287865065,0.0040288152,29.4263138649,0.0578102606,0.0798407333,8.1206018513,174.1472588878
7.9040592455,0.1754209686,0.1020524229,0.0223655242,0.1129342732,0.0814236736,0.0005667692,0.0012410393,1.0504360483,1882.9454070762,0.5200688468,0.2248142777,0.0047064849,23.3098895072,0.0511631083,0.0724734479,10.8451966823,199.7632702536
6.0225816777,0.1918848838,0.1131123091,0.0240004198,0.1572707648,0.1009739704,0.000809603,0.0009766509,1.0325294524,1711.2928310989,0.6635619374,0.2272441207,0.0047089969,24.3787658048,0.057941956,0.0647200491,11.3900429756,205.9472243402
7.374753489,0.1674477594,0.1145610245,0.0341309062,0.1544965763,0.0682327437,0.0007220892,0.0012665158,1.1605256993,1613.1957150153,0.6419902966,0.3302401298,0.0039178611,26.9879178173,0.0616982873,0.0692630476,11.6503250442,216.1202920014
8.9963337672,0.1415767828,0.130364451,0.0223522065,0.1004754891,0.0904709236,0.0006539826,0.0013438476,0.8383419295,1572.5186294854,0.4550414111,0.3321042473,0.0045750708,36.7908805257,0.0426182045,0.0735710317,8.2662284582,148.055002064
7.0385216523,0.1815596244,0.0989038166,0.0290169841,0.1049528905,0.0952301609,0.0008388725,0.0011990794,1.1920759279,1942.7547248788,0.4664173724,0.3028044086,0.0050512749,33.8118416685,0.0421563212,0.0587443954,11.4811171922,167.0014411839
8.8514387821,0.1243504771,0.0952008775,0.0336187724,0.121084802,0.1017433505,0.0008407439,0.0013415159,0.8501652311,1235.8342839061,0.62896782,0.3355008832,0.0048424713,30.6677402473,0.0563014726,0.0589446003,10.9596044716,195.9934902775
9.3983850361,0.1407726602,0.1512387736,0.0321213049,0.1076418582,0.112184025,0.00059708,0.0009438321,1.2182926585,1490.2515782469,0.4614267004,0.3158763433,0.0053170801,26.3017997905,0.0378340836,0.0643232491,8.2314252205,148.8527062269
7.8168584607,0.1560966186,0.0993436516,0.0272429218,0.1244252315,0.0881003515,0.0008091735,0.001292927,1.0024738443,1345.6957190832,0.6736424415,0.2195984105,0.0053165895,34.0812035626,0.0503098255,0.05554526,10.1203238299,206.8907831021
6.6858369621,0.1345156021,0.133190036,0.026435426,0.1202305644,0.0705271321,0.0005386184,0.0011618461,0.9682649869,1533.3969460358,0.6126923789,0.2098390452,0.0056327879,34.4231502805,0.0414318803,0.0805530989,12.3539239172,148.5536201373
9.2644922487,0.1434226029,0.1393044976,0.0329302821,0.0977352129,0.108967836,0.0005322446,0.001258976,0.7574202078,1649.0722950776,0.4576234841,0.224925748,0.0051384742,28.8833714065,0.0435333694,0.0730208646,11.3887149286,189.6597840191
6.6528654407,0.162506138,0.1128216941,0.026900964,0.1545832814,0.0868981255,0.0007225718,0.001215929,0.7731760886,1461.4243995423,0.5030600156,0.2435227437,0.003833803,23.2819859463,0.037916385,0.0583682796,7.8295002386,170.4657889053
6.9429683561,0.1266429502,0.1239762406,0.0258733126,0.1055079719,0.0738027773,0.0005515661,0.0010527392,1.1470817047,1528.581476858,0.6051729536,0.2832305706,0.0059980209,24.0782471234,0.0401490881,0.0556893139,8.5387338835,192.5561050401
8.8023746331,0.1465727124,0.09681651,0.0316312682,0.116583739,0.090496236,0.0007924885,0.0011766797,0.9984018533,1638.2056510601,0.5131572135,0.3297540528,0.0054338665,29.7631213651,0.0582790528,0.0844381457,12.2404693525,141.3386818851
9.184878257,0.1461607351,0.1113747069,0.0328715949,0.1275406028,0.100093276,0.0006481543,0.0011449188,0.8374363913,1790.9860336954,0.5727908794,0.3420110412,0.0053035511,31.224893416,0.0380809829,0.0567058013,10.1269727865,147.6904202916
6.127933403,0.1387926931,0.1364636705,0.0325139251,0.1136244348,0.0735323388,0.0006127425,0.0010249927,0.9227976916,1704.2249099395,0.6837385387,0.3279831863,0.0041925891,34.157650633,0.0516824633,0.0671604837,11.2565695027,205.881240935
7.1221312646,0.1927596553,0.1344869845,0.03602948,0.0999417428,0.0723231194,0.000537669,0.000977538,0.9705910358,1426.1567815948,0.6451679483,0.2950412572,0.0062072252,31.0179135795,0.0583142326,0.0743972381,11.9034994435,158.5915520605
7.9829588547,0.1488525429,0.154343782,0.0308038011,0.1190741897,0.0722358856,0.0008334692,0.0013978601,1.0686096455,1274.1996743064,0.6890064896,0.3046251086,0.0058868882,33.028506219,0.0458987269,0.0543502261,12.2355040677,140.6403524218
6.2903638898,0.150023118,0.1467662603,0.0292914995,0.1308653443,0.075657719,0.0008008641,0.0013600988,0.8421685192,1494.4740623402,0.5176725763,0.3373565963,0.0061495542,30.1167476548,0.0460779092,0.056476208,11.1941601468,195.4169532057
9.3900249287,0.1971721343,0.1487728728,0.0321480165,0.135587624,0.0891153787,0.0008118885,0.001168311,0.7899069399,1819.8366699678,0.6523280212,0.2836990652,0.0042189084,32.1605261913,0.0472648502,0.080596005,11.1492570596,144.7500564525
8.4392142078,0.1525493162,0.1405523294,0.0362807621,0.1295101025,0.0919156198,0.0006361547,0.0010110362,1.147911816,1998.2943310235,0.6311010641,0.2434346073,0.0057669567,28.5710403829,0.044433373,0.0758749367,8.6492321969,139.5499521709
6.3468730691,0.1609372214,0.1450405356,0.0336559576,0.119296218,0.0703077668,0.0005603404,0.001281788,0.8419802161,1927.5666997735,0.6888082178,0.3007890827,0.0050051944,24.7087248074,0.0552404622,0.0756686561,11.0360232582,139.4816636278
7.8259772336,0.137009946,0.1119038106,0.0364795053,0.1133452988,0.0902901485,0.0007248918,0.0010878603,1.0390086552,1988.0570074509,0.5694345683,0.2914865533,0.0047446304,25.5595145168,0.0488498418,0.0667313768,8.6040833727,167.9855609651
7.597364766,0.1939565001,0.1496816893,0.0342179465,0.1611516583,0.0878919303,0.000722967,0.0012360553,1.0744599034,1626.5717155748,0.6964713476,0.341833928,0.0038570167,30.2643738105,0.047308139,0.0586489487,11.343736738,171.3678314446
