PCa,Jup,[TRPN],Gncx,"INaCa,SS",CaMKo,[BSL],aCaMK,bCaMK,"tau,diffCa","Tref,v","TRPN50,v","nTm,v","nTRPN,v","kTRPN,v","rs,v","rw,v","Aeff,v","ku,v","beta1,v","beta0,v","gamma,s,v","gamma,w,v","phi,v","ca50,v","nu,v","mu,v"
9.26768e-05,1.20706,0.0796746,0.00286467,0.47364,0.040298,0.986817,0.0496158,0.000983134,0.130323,170.258,0.474369,2.34068,2.65686,0.0540504,0.269672,0.283741,16.3738,0.0146763,-3.22935,2.65221,0.00862469,0.740482,2.73023,0.868317,5.50797,2.78827
0.000141459,1.41363,0.0887172,0.00269653,0.804418,0.0538175,1.45482,0.0625611,0.00083348,0.210442,146.474,0.445399,2.43635,1.87155,0.141731,0.331101,0.478766,17.1759,0.0136156,-1.68963,1.68881,0.00952703,0.735355,1.90993,1.19426,8.09409,2.65301
7.95232e-05,0.975365,0.0923478,0.00137819,0.975253,0.0552977,0.832135,0.0556299,0.000936714,0.14226,85.8752,0.231874,1.49892,2.55422,0.0517435,0.177873,0.573244,25.3567,0.0162264,-2.3262,3.40997,0.00795857,0.750493,1.76813,1.11546,8.61185,3.7537
0.000128162,1.10149,0.0984505,0.00346072,0.292653,0.0570349,0.586358,0.0386539,0.000752391,0.171841,139.557,0.358101,1.79405,2.13235,0.141074,0.254284,0.68439,13.0,0.0288993,-2.27902,2.63852,0.00864171,0.874838,3.03068,0.892062,4.1628,3.12825
0.000131168,1.3232,0.0964293,0.00189858,0.665368,0.0596061,1.45256,0.0611233,0.000974869,0.232819,148.589,0.239143,1.25896,2.76669,0.0714992,0.239397,0.365792,29.7341,0.0190287,-2.13816,2.31791,0.0111098,0.647107,1.76024,1.17682,4.32578,1.56159
7.90128e-05,1.21795,0.0636426,0.00171005,0.770044,0.0486047,0.793444,0.0335083,0.000725435,0.117768,165.337,0.185897,2.84315,2.19251,0.124975,0.242921,0.577963,35.3354,0.0158767,-2.84571,1.61627,0.00869004,0.689093,3.05221,0.843506,6.42508,2.6738
0.000122672,0.9583,0.0880201,0.00124622,0.869086,0.0407802,1.51481,0.0458555,0.000550925,0.151981,172.545,0.238564,2.17726,2.24586,0.106714,0.16008,0.683864,26.4759,0.0167909,-2.3856,2.4537,0.00593319,0.57381,1.31705,1.01618,4.45407,4.05596
5.82791e-05,1.16148,0.0951082,0.000956928,0.680426,0.0454823,1.17845,0.0396649,0.000486509,0.126896,116.351,0.497901,2.97939,1.68747,0.087327,0.355514,0.250234,27.026,0.0180624,-1.90486,2.50015,0.00684966,0.377746,1.13496,0.814341,5.57631,2.5703
0.000133497,1.39468,0.0876282,0.00228639,0.950991,0.0506897,1.57725,0.0335735,0.000484358,0.14344,102.128,0.256874,1.66709,2.59185,0.127735,0.310603,0.548644,14.7237,0.0255417,-2.13472,1.87464,0.00693422,0.804475,2.17295,0.936852,9.68553,2.06037
0.000100096,1.43361,0.0602812,0.00375283,0.228148,0.0432605,1.26493,0.0437438,0.000990123,0.218677,137.129,0.311746,2.3113,2.13506,0.142654,0.147079,0.290458,34.9303,0.0277988,-3.29331,1.58964,0.00460027,0.602723,2.37722,0.821798,7.87159,2.92796
0.000115624,1.41324,0.0945282,0.00178844,0.467047,0.0344522,1.67408,0.0485414,0.000619082,0.223084,173.328,0.229323,1.18968,2.84131,0.069262,0.33305,0.299864,18.7357,0.018509,-1.92751,1.58001,0.010892,0.504846,2.34864,1.12961,10.4752,2.02889
0.000125693,1.39373,0.0839481,0.00357331,0.251644,0.0617776,1.2428,0.0401578,0.000583836,0.267088,120.622,0.423057,1.42278,1.96797,0.0836765,0.268595,0.350291,35.6712,0.0241302,-2.95338,2.71197,0.00559712,0.523706,2.89871,1.17126,8.35697,2.68241
6.48697e-05,1.36375,0.0670755,0.00150741,0.650596,0.0337186,0.679831,0.0659842,0.00085156,0.227238,87.9899,0.359737,1.88878,2.7945,0.0789463,0.242572,0.274996,18.6684,0.0227122,-2.42814,1.55113,0.00638581,0.729268,1.16884,0.609465,8.33831,3.7129
9.51439e-05,1.40081,0.0961303,0.00216796,0.356178,0.0331893,0.637461,0.0699131,0.000793354,0.215404,72.3788,0.352299,2.94752,1.77329,0.141253,0.237857,0.523036,16.7834,0.0141714,-2.99755,2.51553,0.00817501,0.567852,2.50558,0.701404,8.24617,1.50473
0.00011963,1.48356,0.0961569,0.00189259,0.564735,0.0475003,1.44221,0.0486868,0.000633236,0.237551,89.3991,0.507514,1.89331,1.70412,0.118702,0.279654,0.290274,28.3956,0.0273127,-2.59038,1.94456,0.0117598,0.87242,1.74497,0.905341,7.81214,2.30723
6.64166e-05,0.950584,0.0811571,0.00114976,0.573464,0.0334174,0.764752,0.0363086,0.000574482,0.245087,74.1198,0.197146,1.64776,2.52026,0.146067,0.334153,0.538116,13.816,0.0118803,-3.3812,2.9265,0.0100949,0.921291,2.95448,1.0667,6.57743,1.71199
0.000122506,1.00619,0.0843522,0.00295189,0.395766,0.0653073,0.832668,0.028467,0.000999908,0.246451,92.3862,0.269586,2.79199,1.72822,0.118625,0.363315,0.388194,26.2875,0.0126878,-2.82461,1.38731,0.00905403,0.732429,2.42811,1.15576,9.5922,3.85326
8.94238e-05,1.38042,0.0882436,0.000896529,0.253443,0.0318119,1.06997,0.0351818,0.000618342,0.151599,123.82,0.209802,2.46559,2.24422,0.111388,0.224297,0.413334,21.4351,0.0311444,-2.04376,2.73908,0.0121577,0.624562,2.26012,1.08093,8.30988,2.58766
9.90873e-05,1.25776,0.0970582,0.00298973,0.45713,0.0644422,0.902708,0.0300811,0.00100554,0.239204,151.396,0.428191,1.47547,2.66781,0.0899956,0.330286,0.41118,13.6677,0.0267428,-1.70567,2.92699,0.0116894,0.485923,2.75609,0.709648,4.325,2.31187
0.000104247,1.48032,0.0872189,0.00192132,0.68497,0.0434801,0.824958,0.0520679,0.000802634,0.186696,102.616,0.196713,2.34791,2.44886,0.133584,0.309756,0.648265,23.2788,0.0109639,-2.9301,3.09349,0.00783564,0.442753,3.17956,1.10785,9.21834,1.82002
0.000124724,1.35048,0.101613,0.00156327,0.787445,0.0291482,1.31002,0.0427381,0.000975512,0.149639,69.8172,0.500696,2.15141,2.92962,0.127376,0.227946,0.250613,29.4532,0.0297647,-2.49311,3.36049,0.0085566,0.388329,1.46224,0.831391,7.20359,2.51288
9.53503e-05,1.11347,0.0981969,0.00126696,0.825622,0.067215,0.710878,0.0335617,0.00091507,0.123766,60.6601,0.1877,2.0454,2.12038,0.0714311,0.330218,0.63919,26.2933,0.0303467,-3.20439,1.2285,0.0117585,0.835482,3.11899,1.05558,6.81095,3.81459
0.000142757,0.718197,0.0492095,0.00178516,0.232279,0.0411984,0.801972,0.0380416,0.000589716,0.235755,84.3754,0.346994,1.74313,2.95336,0.0701751,0.216376,0.698454,23.0693,0.0153538,-2.34309,2.6198,0.0104592,0.451554,2.80375,0.78051,4.91131,2.79167
4.52548e-05,1.19873,0.0824,0.00185024,0.320672,0.0276423,1.10282,0.0707737,0.000965002,0.20702,164.899,0.359252,2.02494,2.11319,0.10508,0.158649,0.515959,30.9216,0.023307,-2.9817,1.60781,0.0114101,0.574854,3.24,0.887423,4.2774,2.13946
0.000110558,1.16757,0.057852,0.00215547,0.341205,0.0382817,0.876496,0.0555095,0.000814767,0.139307,120.964,0.330725,1.70947,2.33265,0.149958,0.286976,0.302289,23.9391,0.0270793,-1.76378,2.4525,0.0118269,0.656142,1.15731,1.01062,7.5017,3.79285
8.90382e-05,1.25908,0.0570122,0.00161408,0.970438,0.0268591,0.569982,0.0593358,0.000899226,0.273366,71.4826,0.177954,2.48734,2.18674,0.111219,0.335136,0.494804,29.5253,0.0129217,-2.51833,1.66503,0.00949356,0.760262,2.45852,0.785431,5.78924,4.23899
9.84534e-05,1.16534,0.0933805,0.00177239,0.915856,0.0368405,0.734209,0.0343963,0.000828917,0.134515,79.9374,0.443065,1.74088,2.47278,0.112747,0.266605,0.6329,24.5957,0.0240248,-1.79687,2.66082,0.0104764,0.818219,2.16012,0.973534,5.72347,2.68288
9.39537e-05,1.43411,0.0877631,0.00255258,0.407586,0.0391513,1.61813,0.0404776,0.000707106,0.103015,122.929,0.403269,1.52867,2.0286,0.0561847,0.208296,0.283802,28.6026,0.0196541,-2.29798,3.18561,0.0056442,0.419631,1.19695,1.00909,5.98785,1.5532
9.58607e-05,1.4357,0.0950291,0.00154957,0.783151,0.044738,1.0464,0.0729229,0.000676778,0.233386,171.564,0.26269,2.24048,2.29961,0.050307,0.34224,0.327007,27.0877,0.0188803,-1.27748,2.07443,0.012676,0.483821,1.76592,0.646293,3.60562,2.80994
0.000119067,1.19898,0.0745558,0.00163027,0.67844,0.0255621,1.48976,0.0748664,0.000523067,0.292021,60.9829,0.237632,1.34197,2.80511,0.143227,0.197087,0.250631,35.4289,0.0272072,-2.49928,3.20287,0.00527078,0.438121,2.53179,0.977151,6.15379,1.92105
0.00011659,1.13704,0.0951241,0.00272374,0.360431,0.0266023,0.945656,0.0463415,0.000441491,0.166872,167.278,0.333688,2.58582,2.15015,0.101231,0.327403,0.663346,29.5384,0.0245944,-1.99122,2.75259,0.0118629,0.701381,2.39534,1.20101,9.13128,3.67751
0.000101508,1.06347,0.0950085,0.00142943,0.53928,0.0463038,1.1562,0.0440581,0.000891106,0.263007,168.235,0.202569,2.40586,2.52749,0.0828951,0.354565,0.674814,30.2908,0.0305529,-2.10626,1.65849,0.0115636,0.644467,2.28673,0.892313,9.30099,4.44685
0.00013874,1.21133,0.0934897,0.00251482,0.467031,0.0404644,1.21629,0.0529591,0.000861096,0.158117,154.501,0.494926,2.18476,2.30336,0.0880572,0.364695,0.427846,25.233,0.0238135,-2.10855,1.50534,0.0121085,0.628724,1.67473,0.560862,8.07994,2.81583
0.000106415,1.36683,0.10087,0.00185711,0.656347,0.0486662,0.760425,0.0677558,0.000726851,0.120588,65.0881,0.291865,2.24745,2.99935,0.101961,0.299894,0.605784,34.7401,0.0163881,-3.35594,2.83562,0.0062666,0.552877,1.73474,0.798819,6.20454,3.59152
7.26348e-05,0.856173,0.0628916,0.00107403,0.824043,0.0315397,0.6014,0.0665348,0.000532948,0.142222,163.343,0.485794,1.77233,2.28076,0.0510405,0.13341,0.632259,37.3358,0.0125221,-1.75334,2.67231,0.0100667,0.834841,2.59565,0.831098,7.51092,1.92435
8.12706e-05,0.957069,0.0402109,0.00140029,0.532572,0.0362042,0.685025,0.0439381,0.000935845,0.195569,144.369,0.181908,1.78764,2.24364,0.117607,0.169255,0.322296,16.4173,0.0257027,-2.55027,1.92169,0.00968031,0.450905,2.69541,1.02107,5.77837,1.77503
7.64576e-05,1.37683,0.0500235,0.0014598,0.694082,0.0251949,1.35193,0.0599834,0.00080486,0.148146,151.024,0.447698,2.94238,2.10269,0.113148,0.302671,0.487619,24.5245,0.0240009,-2.98314,2.88912,0.00548657,0.606018,2.85911,1.07711,5.10315,3.76964
0.000127591,1.28746,0.0807733,0.00274802,0.237804,0.0297047,1.19236,0.0307944,0.000687226,0.114972,140.501,0.511909,2.76916,2.45222,0.108872,0.156007,0.590738,33.3846,0.024528,-2.07537,1.50037,0.0106116,0.870275,1.25664,0.516572,7.29148,4.20362
6.55966e-05,0.941448,0.0893483,0.00115229,0.733425,0.0422226,0.863004,0.0572406,0.000714477,0.167676,133.276,0.471828,2.54562,2.21479,0.146074,0.253285,0.500246,30.1173,0.0169413,-2.32248,1.64921,0.00841227,0.404561,3.23382,1.09575,5.43048,3.63873
0.000128834,1.3459,0.0950344,0.00358785,0.287722,0.0353328,1.34982,0.0484804,0.00100115,0.296832,116.46,0.485295,2.00927,2.92578,0.117456,0.197609,0.496313,37.156,0.0245809,-1.91639,1.67618,0.00697675,0.479642,1.25377,0.497407,8.723,2.2276
0.000115355,1.20326,0.0949305,0.0021418,0.740325,0.0451786,0.729365,0.0281507,0.000908833,0.132261,87.9361,0.499571,2.63402,1.39251,0.0899629,0.245265,0.342112,34.224,0.0235086,-3.0822,2.84927,0.00833042,0.387549,3.07975,1.11097,9.91328,1.73828
0.000109949,1.128,0.0979064,0.00223312,0.333436,0.0543446,0.862986,0.0327812,0.000519031,0.14709,135.375,0.418347,2.90258,1.92597,0.0821747,0.141372,0.385826,27.6037,0.0194918,-2.99384,2.97337,0.00975895,0.646578,3.09821,0.693827,4.52624,2.10794
0.000137866,0.729095,0.0760217,0.0015077,0.331622,0.0725203,1.47674,0.0474875,0.000968785,0.275997,145.604,0.404659,2.56412,2.40267,0.0725131,0.257978,0.649894,24.3575,0.0112209,-2.94552,1.7147,0.0080864,0.594264,2.68612,1.03097,9.52371,3.75457
0.000103149,1.21945,0.0771769,0.00159598,0.771004,0.0452067,1.41768,0.0278809,0.000966901,0.256548,81.0302,0.333231,2.25576,1.97344,0.146397,0.25022,0.662868,21.8641,0.0225348,-2.37972,2.07793,0.0101967,0.43195,1.56608,0.88542,5.17083,4.44628
0.000104235,1.192,0.080754,0.00201938,0.411103,0.0470863,1.19396,0.0705009,0.000903019,0.235042,103.702,0.270664,2.94623,2.24916,0.10162,0.178268,0.598475,29.7977,0.0219998,-2.84836,1.56234,0.00680468,0.313583,1.86716,0.613451,4.15801,2.58041
0.000127971,0.687775,0.0701733,0.00235328,0.248008,0.0553091,1.149,0.0315683,0.000680975,0.115721,165.189,0.319444,3.04719,2.37973,0.0854062,0.163277,0.38083,25.6081,0.0172234,-2.44157,1.98953,0.00645359,0.505503,1.8276,1.04193,9.50718,1.74077
0.000126594,1.04464,0.0971729,0.00172632,0.767407,0.0318832,0.801736,0.0710157,0.000626054,0.228018,154.379,0.395933,1.8685,2.41398,0.122349,0.247966,0.651228,18.6939,0.0199875,-1.84404,3.25298,0.0118752,0.385806,3.1402,0.763764,6.9039,1.53819
0.00013569,1.01428,0.088718,0.00121545,0.352149,0.0256814,1.39819,0.025966,0.000431623,0.198907,96.5498,0.467179,2.78032,2.52737,0.106365,0.157163,0.723863,33.0439,0.0237576,-2.25539,1.38135,0.0125727,0.405339,3.01943,0.954992,6.57549,2.63086
0.000123553,0.835633,0.0950586,0.00219328,0.635581,0.0490156,1.17682,0.0527718,0.000961975,0.165021,121.486,0.299236,1.70935,1.98229,0.082883,0.226727,0.397766,18.1212,0.0197449,-2.24283,1.57582,0.00718047,0.668224,1.94257,1.0794,6.79942,2.09172
0.000111608,1.22699,0.0693135,0.00235439,0.564193,0.0433132,1.5656,0.0355255,0.000647891,0.220398,102.292,0.297779,2.45952,2.88863,0.141992,0.329011,0.705727,34.5039,0.0127392,-1.48266,2.0537,0.00804212,0.570379,2.13357,0.661076,7.71832,3.27426
0.000116573,0.819599,0.0853171,0.0014339,0.316657,0.0654482,1.44978,0.0264294,0.000514313,0.141676,167.569,0.465229,2.36601,2.45128,0.0611742,0.254049,0.510645,17.6527,0.02673,-1.26427,2.89273,0.0122941,0.844016,3.28635,0.744733,10.1635,1.80987
2.58609e-05,1.41851,0.0675012,0.000882855,0.665526,0.0289196,0.965003,0.0735012,0.000806424,0.155434,76.8576,0.181729,2.65594,2.61252,0.135248,0.306308,0.667812,23.6057,0.0162457,-2.22572,1.69143,0.00683059,0.668351,2.58229,0.644008,4.39647,1.8714
3.79408e-05,1.21842,0.0431021,0.00086616,0.457024,0.0673239,1.4033,0.0252653,0.00078079,0.21167,162.748,0.380064,2.31814,2.78352,0.0929055,0.305971,0.407911,15.2155,0.0279843,-2.8094,1.45348,0.00901724,0.431532,2.1449,0.9902,6.08705,2.00655
0.000145146,1.15399,0.0847927,0.00270856,0.482652,0.0398668,0.895843,0.0420701,0.0010112,0.1625,109.464,0.39872,2.72545,2.22396,0.0988734,0.245173,0.681289,23.7733,0.0268251,-3.41547,1.25639,0.00599916,0.458515,1.22972,1.11483,9.52971,2.9705
0.000144114,1.32623,0.0853683,0.00307729,0.444842,0.0456622,1.25135,0.0314322,0.000482164,0.136825,141.442,0.271668,1.69434,2.06229,0.13491,0.316013,0.526811,27.55,0.0302762,-3.28547,2.20431,0.00495369,0.747695,2.11258,1.05555,9.5138,2.22565
9.03073e-05,1.42824,0.0962199,0.00363342,0.224219,0.0259254,0.804216,0.0502879,0.000562092,0.289359,128.729,0.182143,2.18661,2.56225,0.0790236,0.311388,0.277737,16.7549,0.0216578,-1.50829,2.23701,0.010918,0.900978,1.1661,0.68592,8.66217,4.37344
0.000100903,1.34709,0.09988,0.00196155,0.804982,0.0363127,0.875042,0.0580866,0.000486053,0.100342,163.908,0.402665,1.78886,2.86336,0.0738709,0.226151,0.660347,26.897,0.0257894,-2.46535,2.07538,0.0107424,0.764092,2.87279,0.928309,9.10022,3.49871
9.90974e-05,1.01866,0.0910728,0.00126773,0.788547,0.0403964,0.966559,0.0580367,0.000910748,0.169283,85.369,0.232694,3.00398,2.15738,0.13119,0.185532,0.373898,33.8751,0.0120034,-2.38443,2.72623,0.00698849,0.49265,1.57406,0.807598,7.2999,3.90056
5.2791e-05,1.14484,0.0938601,0.00169453,0.330562,0.0599747,0.844249,0.0507404,0.000848415,0.171511,177.249,0.239407,2.24372,2.78801,0.0637914,0.285653,0.322726,24.9882,0.0123691,-1.69237,2.07519,0.00760042,0.594971,2.76873,0.543596,8.85171,1.94126
0.000116654,1.27504,0.062915,0.00231661,0.258318,0.0415289,0.827034,0.0443725,0.000654709,0.270334,67.8673,0.225165,2.58133,2.63185,0.149638,0.276832,0.58169,29.4143,0.0162877,-2.01096,2.93684,0.00974913,0.691098,2.05168,0.691134,3.78023,1.92146
0.000111185,1.24454,0.0649233,0.00211223,0.316757,0.0385825,1.25739,0.0373116,0.000898448,0.253082,134.839,0.335157,2.79061,2.149,0.107164,0.164796,0.666659,14.8246,0.0134146,-3.52936,2.8153,0.0109681,0.661546,3.20322,0.762154,4.19396,2.37007
7.98269e-05,0.954659,0.085525,0.00248476,0.218485,0.0466695,0.820488,0.055043,0.000699187,0.189855,64.1424,0.258466,2.4895,1.54265,0.055806,0.265982,0.655256,20.8305,0.0306805,-3.20334,2.17358,0.00754129,0.514385,2.67588,1.09698,7.99545,4.08044
9.91535e-05,0.856988,0.0894835,0.00134681,0.382722,0.0471442,1.02706,0.0555574,0.000479478,0.261043,83.1729,0.481338,2.64091,2.39938,0.0593291,0.298336,0.61341,26.4301,0.0216407,-1.97136,1.99645,0.00657962,0.624686,1.92866,0.959991,5.04897,4.09815
0.000138866,1.24761,0.0968868,0.00187117,0.490142,0.0623491,1.23903,0.037199,0.000400133,0.209608,96.4124,0.346548,2.9659,1.98596,0.0911976,0.1933,0.63926,26.6714,0.0108577,-2.88837,2.35273,0.00589449,0.807404,3.24673,0.791575,8.86994,3.33716
9.79179e-05,1.38284,0.0863185,0.00160746,0.840747,0.0456111,1.02011,0.0622699,0.000828765,0.264179,94.5825,0.293982,2.98037,2.69517,0.0862619,0.182915,0.311114,36.8121,0.0230948,-1.223,2.01736,0.00543332,0.320526,2.95857,0.597696,10.1451,3.0003
0.0001377,1.14696,0.0949342,0.002241,0.669762,0.0460079,1.66636,0.0446796,0.00094124,0.231299,140.799,0.234503,2.25818,2.96671,0.0812402,0.294131,0.663788,37.3307,0.0206735,-2.00302,3.08182,0.0102866,0.745699,3.16912,0.991349,10.4974,3.62079
0.000133724,0.889644,0.0979229,0.00171175,0.757056,0.0346386,1.24912,0.0452807,0.000552801,0.130589,133.572,0.277554,2.64252,1.81623,0.0816658,0.350684,0.274552,33.2877,0.0293937,-2.65043,1.22972,0.00623775,0.892288,1.32318,0.903346,6.2502,4.3156
0.00010608,1.36519,0.0964309,0.00252968,0.386247,0.0696318,0.816187,0.0363575,0.000913057,0.126618,104.286,0.460026,2.22983,1.80742,0.0953614,0.311604,0.59761,17.3454,0.0231918,-2.88461,3.05541,0.00869175,0.387425,2.78412,1.04168,6.11975,2.27747
6.76579e-05,1.13646,0.0948966,0.00121315,0.926223,0.0404823,1.41438,0.0507458,0.00093155,0.146196,170.905,0.428761,1.87699,2.46341,0.149899,0.212602,0.341238,15.2195,0.0182349,-2.35194,3.18731,0.00530222,0.360959,1.7679,0.768611,5.26514,4.31195
0.000135492,0.567069,0.100656,0.0012189,0.476181,0.0661057,1.15296,0.0501539,0.00089885,0.222914,172.636,0.43817,2.87566,2.68717,0.0856415,0.343097,0.452932,27.2942,0.0300715,-1.53586,1.58035,0.0103694,0.717616,2.94263,0.544375,9.43481,3.58082
8.50725e-05,1.26947,0.0662555,0.000977711,0.605933,0.034985,1.49154,0.0341108,0.000944425,0.176001,158.764,0.463211,2.21901,2.10209,0.0626258,0.245345,0.656984,27.43,0.0197617,-2.22627,2.46998,0.00929422,0.7888,2.35474,0.997744,6.15051,4.39993
6.48011e-05,0.764221,0.0488102,0.00112514,0.723193,0.0444859,1.36033,0.0393472,0.000875886,0.141714,177.43,0.499903,2.02576,2.75857,0.0533739,0.22018,0.414671,18.1494,0.0141342,-2.27935,2.29369,0.0125507,0.717731,3.22906,0.751404,4.45765,2.25188
0.000145271,0.958725,0.0769228,0.00259075,0.601958,0.0448507,0.805663,0.03353,0.000951658,0.161593,92.3551,0.412574,1.69746,1.63539,0.0659663,0.366264,0.727543,32.9202,0.0311779,-1.5063,2.99737,0.00662855,0.605433,1.99828,0.906378,6.74346,2.78908
0.000129098,1.26537,0.0765732,0.00134703,0.922664,0.0261186,1.59847,0.0255374,0.000797601,0.217969,89.388,0.31103,2.33875,2.62355,0.0975925,0.225526,0.466982,15.1073,0.0201241,-2.41877,1.77234,0.00957839,0.901269,2.39308,0.795792,8.99565,2.76633
0.00011111,1.36264,0.0832489,0.00260816,0.699602,0.0378791,0.964202,0.0453822,0.000971809,0.142949,172.784,0.382288,1.55397,1.88224,0.100591,0.160814,0.564349,30.699,0.0229374,-1.59374,2.55619,0.00731627,0.546267,1.23707,0.984699,10.4871,3.49439
5.68391e-05,0.852807,0.0548617,0.00157495,0.229145,0.0302554,1.34618,0.0463567,0.000860778,0.276155,118.73,0.175611,2.71464,2.28153,0.0656676,0.153866,0.300456,20.8964,0.0299369,-2.57723,3.01205,0.00660644,0.687739,2.56792,1.17345,3.80953,2.22255
7.77461e-05,1.17097,0.0605287,0.00175353,0.226905,0.0476026,1.40664,0.033461,0.000932888,0.163138,95.126,0.47833,2.84009,1.18803,0.116573,0.30106,0.38145,15.0363,0.0252207,-2.64439,1.56841,0.00978144,0.332827,3.34228,1.13339,7.25499,2.86608
8.01151e-05,1.35987,0.100813,0.00238519,0.267242,0.0319164,0.627631,0.068173,0.000475796,0.297023,103.943,0.378498,2.23743,1.90334,0.0851894,0.268286,0.650639,24.6704,0.0107072,-3.53595,1.15232,0.00602058,0.467288,1.47579,1.15073,3.9701,1.78737
0.000113484,1.14428,0.0878675,0.00248025,0.580487,0.0549048,0.893944,0.0342543,0.000866245,0.136486,91.82,0.34433,2.76489,2.95579,0.112578,0.306106,0.739133,36.9287,0.0295096,-1.65629,2.18537,0.00652338,0.862266,1.55484,0.441124,6.45626,3.09135
7.8611e-05,1.45428,0.0801239,0.00263618,0.3186,0.0503978,1.2162,0.0311639,0.000481697,0.251182,173.43,0.501884,2.52326,2.19773,0.0977842,0.146616,0.25595,16.1857,0.0150785,-2.72527,2.96067,0.00448534,0.313724,3.07433,0.613995,3.70278,2.17398
0.000137405,1.30759,0.0769778,0.00244535,0.414221,0.049421,0.881503,0.0480969,0.000925995,0.235965,176.507,0.295182,2.58429,2.43361,0.0959727,0.187481,0.510166,20.5897,0.0236257,-3.17394,3.04211,0.0116081,0.530902,2.88082,0.882824,6.09961,3.92942
0.000100199,1.12823,0.0918943,0.00210169,0.571906,0.0585593,0.770278,0.0488773,0.000590081,0.171421,114.361,0.506335,2.19761,2.23973,0.105297,0.143535,0.394234,37.2269,0.0238659,-3.24476,2.28976,0.0100478,0.411351,2.543,0.88799,7.61716,2.64649
4.33544e-05,1.32979,0.0943421,0.000875181,0.449869,0.0576111,0.563655,0.0491124,0.00074907,0.190289,99.453,0.360336,2.67348,1.93445,0.149847,0.252547,0.419894,36.4124,0.0292783,-1.89858,2.50573,0.00676802,0.519994,1.76549,0.898442,5.62484,3.04393
0.000124732,1.08105,0.0833569,0.00118874,0.622322,0.0379063,1.41654,0.0502907,0.00098557,0.111432,87.4423,0.424369,2.30589,2.44548,0.110605,0.275612,0.543951,16.3446,0.0216237,-2.23903,2.63124,0.0105338,0.705752,2.62818,0.854007,4.64407,2.26948
4.74114e-05,1.47286,0.042428,0.0019562,0.345824,0.0314345,1.03107,0.0382917,0.000785973,0.185318,96.336,0.265276,2.10456,2.89532,0.0874961,0.129562,0.544165,29.9521,0.0159868,-2.16425,2.55542,0.00864845,0.506117,1.59935,0.872061,5.54658,4.30983
0.000100384,1.1455,0.0907716,0.00232725,0.439956,0.0494936,1.12468,0.0667024,0.000759045,0.142967,71.555,0.2324,2.55414,1.91505,0.0884271,0.251911,0.461004,35.5257,0.0160663,-2.08277,3.08275,0.00802605,0.718394,1.80076,0.807667,6.66496,3.13645
9.40155e-05,1.07065,0.0927067,0.00109462,0.727076,0.0504941,1.15945,0.0451129,0.000901285,0.184247,167.443,0.447082,1.8787,2.49922,0.0966308,0.300176,0.561864,22.4446,0.0122078,-3.28711,2.84002,0.0114245,0.416133,2.025,1.07773,7.91983,2.79414
0.000145451,1.05631,0.0718003,0.00246363,0.443493,0.0528833,0.771379,0.0576861,0.000885277,0.150688,128.754,0.264971,2.72276,2.22642,0.0645375,0.246702,0.506929,17.9097,0.0159004,-2.57901,2.75428,0.00908216,0.473561,1.61893,1.02214,6.5611,2.49501
7.23704e-05,1.03404,0.0422273,0.00155341,0.368788,0.0301276,1.62707,0.0511636,0.000784712,0.123468,165.62,0.184861,2.48449,2.16799,0.0797431,0.162279,0.678588,13.2929,0.0203065,-2.61996,2.15472,0.00863338,0.692913,2.8596,0.99811,7.54577,1.99943
5.16994e-05,1.32898,0.100671,0.00129908,0.595963,0.0537607,0.879561,0.054709,0.000603878,0.14806,103.555,0.425495,1.76718,2.67194,0.107212,0.351191,0.72881,28.27,0.0207801,-2.37598,2.67271,0.00755642,0.904528,1.55628,0.984728,5.73747,4.12472
4.08562e-05,1.33093,0.0527731,0.00106734,0.292387,0.0635049,1.53922,0.0380943,0.000810408,0.256208,154.31,0.505799,2.61947,2.64496,0.0515278,0.200535,0.665236,15.2921,0.0236892,-2.11285,3.25951,0.0120696,0.738307,2.60235,0.846454,7.8974,1.51512
0.00013715,1.48984,0.0858718,0.00299297,0.590538,0.0310037,0.65919,0.0292986,0.000541044,0.1548,157.421,0.272263,2.24078,2.80959,0.095297,0.268894,0.350823,34.2418,0.0131151,-1.76324,1.99347,0.011298,0.662083,2.36426,0.980651,9.46087,3.36873
5.22602e-05,1.48515,0.0743247,0.00104103,0.743969,0.0364266,0.918625,0.0393634,0.000913641,0.193716,173.849,0.377187,1.71213,2.65936,0.073884,0.23256,0.362905,35.4895,0.0285363,-1.25231,3.18885,0.0124231,0.642194,2.90519,0.641774,8.88228,4.31731
0.000123669,0.909435,0.100056,0.00227824,0.23408,0.0472701,1.14764,0.0367343,0.00058105,0.271236,136.02,0.321833,2.38407,2.60953,0.110435,0.186743,0.656577,21.5568,0.0120502,-2.28014,2.68371,0.0112203,0.90694,1.16769,1.00303,7.91526,2.70579
5.70923e-05,1.11564,0.0704325,0.00139389,0.41392,0.0296467,0.98815,0.0632202,0.000832387,0.234729,145.818,0.457553,1.82233,2.12445,0.133642,0.127132,0.28315,20.5714,0.0142463,-2.38616,1.66075,0.00848784,0.61429,2.48603,0.963192,5.89282,2.16487
8.16909e-05,1.42689,0.0787768,0.00134961,0.434127,0.045062,1.41159,0.0650642,0.000969377,0.200431,118.154,0.270662,2.90597,2.49115,0.131093,0.334519,0.310422,14.2941,0.0252036,-2.27296,2.44188,0.0105841,0.481214,1.5784,0.637415,9.34817,1.98493
